driver,segment_value,offers,purchases,conversion_rate,revenue,avg_price,cr_lift_vs_product,revenue_share
MARKET,OLD MERIDIAN,424,55,0.12971698113207547,651.0386999,12.27386684033019,2.47178144797614,0.0016591587584293866
MARKET,EAST MERIDIAN,495,50,0.10101010101010101,513.5908054,9.38071226,1.9247664535204472,0.0013088756216168107
MARKET,EAST VERTEX,944,87,0.09216101694915255,1108.6365614,12.422214476059322,1.756145494085976,0.0028253375122621466
MARKET,LOWER HORIZON,869,80,0.09205983889528194,1074.2633449,10.80587789781358,1.7542175272591418,0.002737738075822924
MARKET,WEST AURORA,1415,127,0.08975265017667844,1632.0075973,13.04681557632509,1.7102536127288044,0.004159137850483402
MARKET,EAST ZENITH,1715,151,0.0880466472303207,3077.2746814,19.30518670787172,1.6777454060453156,0.007842371337559577
MARKET,OLD HORIZON,1284,110,0.08566978193146417,2148.6950117,16.55853198465732,1.6324537911867343,0.0054759051165517185
MARKET,GREAT HORIZON,909,76,0.08360836083608361,764.0674982,9.966548538833884,1.5931730248941525,0.001947210329991874
MARKET,SOUTH APEX,307,25,0.08143322475570032,276.3952673,10.542624031596091,1.5517253981964516,0.0007043876632827898
MARKET,NORTH VERTEX,570,46,0.08070175438596491,845.3909607,15.079986898070175,1.5377870928652837,0.0021544615042974934
MARKET,NEW HORIZON,6652,508,0.07636800962116656,6693.8377399,13.913906203202044,1.4552067721053867,0.017059108030545906
MARKET,EAST AURORA,497,37,0.0744466800804829,457.1297296,11.581117384507042,1.4185954767093356,0.0011649857292981135
MARKET,LOWER VERTEX,38089,2828,0.07424715797211794,61221.8525877,20.55347962698942,1.414793545446262,0.1560226342055511
MARKET,LOWER APEX,1352,98,0.07248520710059171,952.2441013,9.734630171967456,1.3812192405366404,0.0024267745390209408
MARKET,UPPER HORIZON,2274,163,0.07167985927880387,3486.1332878,16.123191333641163,1.3658731864757896,0.008884339100569655
MARKET,EAST APEX,299,21,0.07023411371237458,268.1076623,10.572323363210701,1.3383242330665583,0.0006832668721158972
MARKET,EAST HORIZON,1615,106,0.06563467492260062,1033.265184,9.734155762848298,1.2506810627395402,0.0026332551046152515
MARKET,WEST HORIZON,2335,150,0.06423982869379015,1534.2789599,9.670830573875802,1.2241020057721046,0.003910078424804888
MARKET,NEW MERIDIAN,9680,581,0.06002066115702479,7040.0737467,11.208830769225207,1.1437049756202748,0.017941483384352176
MARKET,NORTH APEX,450,27,0.06,319.3396234,9.939807465777777,1.1433112733911457,0.000813830472994977
MARKET,SOUTH AURORA,421,24,0.057007125890736345,431.45314460000003,13.034211773159145,1.086281494908452,0.0010995494796621854
MARKET,GREAT MERIDIAN,5239,298,0.056881084176369535,3026.1502236,10.417458657243749,1.0838797463592333,0.0077120817066331
MARKET,GREAT APEX,774,44,0.056847545219638244,460.4113642,10.569439099741603,1.083240655237089,0.0011733489076919499
MARKET,WEST MERIDIAN,1321,74,0.056018168054504165,873.9542877,11.405122561998486,1.067436717523906,0.0022272545566447838
MARKET,NORTH MERIDIAN,7927,441,0.05563264791219882,8962.9475834,20.029426050750597,1.060090558776955,0.022841887873371897
MARKET,CENTRAL HORIZON,1383,76,0.0549530007230658,1029.5325495,11.263913108387563,1.047139753889215,0.002623742562236984
MARKET,NEW APEX,5824,319,0.05477335164835165,4532.3130017,12.786870393114699,1.0437165070162988,0.01155050661945133
MARKET,UPPER VERTEX,13938,745,0.05345099727364041,9441.2079218,12.056644139589611,1.018518795949208,0.024060724525306176
MARKET,NORTH HORIZON,13658,724,0.05300922536242495,8085.8804113,10.900978457050813,1.0101007491765381,0.0206067001947529
MARKET,OLD ZENITH,6009,317,0.052754202030287904,3919.4405431,11.110833438608752,1.0052412316663704,0.009988613743278946
MARKET,CENTRAL VERTEX,3132,164,0.05236270753512133,1978.9828499,11.51556056408046,0.9977812305031284,0.005043397157031483
MARKET,GREAT ZENITH,1399,73,0.05218012866333095,686.898974,9.89406492508935,0.9943021557964454,0.001750547930627341
MARKET,UPPER APEX,247627,12452,0.0502853081449115,191189.9882704,11.72388092929527,0.9581959948004153,0.48724375925973407
MARKET,UPPER AURORA,841,42,0.04994054696789536,434.5009274,10.078336466944114,0.9516265057952461,0.001107316691545576
MARKET,WEST VERTEX,1595,79,0.049529780564263326,1153.3352343,11.5585860738558,0.9437992747951987,0.0029392511623164315
MARKET,LOWER ZENITH,13463,652,0.0484290277055634,8678.188902,11.635325593292729,0.9228242222523794,0.02211618622098751
MARKET,CENTRAL MERIDIAN,4678,225,0.04809747755451047,3240.2573936,11.679797123963233,0.9165064718291569,0.008257729432955043
MARKET,NORTH ZENITH,5346,249,0.04657687991021325,3100.5146677,10.604417739824168,0.8875311980122063,0.007901597965441062
MARKET,SOUTH VERTEX,9047,404,0.04465568696805571,4361.1694613,10.090242391068863,0.8509225055267361,0.011114350820960565
MARKET,SOUTH MERIDIAN,8759,388,0.044297294211668,4158.206229,10.408553983639685,0.844093264215406,0.010597103191040244
MARKET,WEST ZENITH,498,22,0.04417670682730924,283.2112335,13.69304513373494,0.841795448949304,0.0007217580131861453
MARKET,OLD AURORA,2242,97,0.043264942016057094,1205.5158799,11.138449843577163,0.8244215991595386,0.0030722324661637116
MARKET,SOUTH HORIZON,16901,729,0.04313354239394119,8360.1311805,10.221976753085615,0.8219177546714644,0.02130562264866243
MARKET,UPPER MERIDIAN,21889,937,0.04280688930513043,11603.657788,11.083040049700763,0.8156933186893748,0.029571683606112405
MARKET,CENTRAL APEX,7314,308,0.042111019961717254,3352.9696782,9.553947148660104,0.8024333976038485,0.008544974375852294
MARKET,LOWER MERIDIAN,4916,203,0.04129373474369406,2166.8262356,10.255329157770545,0.7868598742148175,0.005522112168358853
MARKET,WEST APEX,6399,262,0.040943897483981875,2996.9166071,10.503438643647444,0.7801936595001308,0.007637580435258616
MARKET,OLD APEX,977,39,0.03991811668372569,582.6974387,10.601634498157626,0.7606472136174459,0.001484992457563544
MARKET,NEW AURORA,8134,319,0.03921809687730514,3698.6955797,10.75998044043521,0.7473082046794842,0.00942604973677589
MARKET,GREAT AURORA,1109,43,0.0387736699729486,480.7419086,11.23680310405771,0.7388395665136649,0.0012251608826330381
MARKET,SOUTH ZENITH,1246,48,0.038523274478330656,754.0487046,16.03966759863563,0.7340682333169474,0.0019216776402256747
MARKET,CENTRAL AURORA,2567,95,0.03700818075574601,1398.596518,11.520084541682898,0.705197837762361,0.0035642945076920507
MARKET,NEW ZENITH,1661,53,0.03190848886213125,595.4714862,10.77783712269717,0.6080222505491744,0.0015175468553181987
MARKET,NEW VERTEX,305,5,0.01639344262295082,68.4033647,16.426400324590162,0.31238012934184306,0.00017432457036037488
FLIGHT_TYPE,Multi-City,4963,612,0.12331251259318961,14297.690486,21.102417892061254,2.3497430966330217,0.03641906935340827
FLIGHT_TYPE,One-Way,170943,9403,0.05500663964011396,97337.9241514,9.034721236871356,1.048161853531776,0.2479391069388289
FLIGHT_TYPE,Round-Trip,325093,16277,0.05006874955781884,280952.4097093,13.928042745040035,0.9540694302342037,0.715641823707763
fare_bucket,very_high,97972,10218,0.10429510472379863,226817.7798455,19.746156998004533,1.9873628165038184,0.5777501242503363
fare_bucket,high,100697,6731,0.06684409664637476,84066.2417342,13.07714893256701,1.2737268209241257,0.21413348477476715
fare_bucket,mid,100266,4496,0.04484072367502444,44616.4495792,10.643325251349411,0.8544484147445447,0.11364699586403733
fare_bucket,low,100639,3050,0.030306342471606434,24912.4836661,9.882591518842597,0.5774930500506752,0.0634570647119369
fare_bucket,very_low,101425,1797,0.01771752526497412,12175.0695217,8.517869514599951,0.3376107728672893,0.031012330398922268
dtd_bucket,MISSING,1107,1107,1.0,17614.3981447,15.911832109033424,19.055187889852427,0.04486738528005754
dtd_bucket,120_plus,52168,4755,0.09114783008740991,93137.0819423,16.257261263477613,1.73683902806794,0.23723872397098222
dtd_bucket,61_120,71262,4305,0.06041087816788751,71440.9445374,13.96448760644102,1.1511406340800805,0.18197433468910276
dtd_bucket,31_60,99123,4850,0.0489291082796122,66059.8638578,12.365410826757666,0.9323533515509446,0.1682676489374052
dtd_bucket,invalid_or_past,24920,1133,0.045465489566613164,14349.0003977,10.453899565429374,0.866353446195939,0.03654976593231024
dtd_bucket,0_3,43022,1878,0.04365208497977779,24168.6036601,10.640366438954489,0.8317986810734708,0.061562253969205054
dtd_bucket,15_30,100536,4185,0.04162687992360945,53227.9920031,11.6085339139741,0.7932080182127039,0.13558231199659215
dtd_bucket,8_14,60671,2392,0.03942575530319263,30358.8843787,11.226784464137726,0.7512651750016813,0.07733013361581718
dtd_bucket,4_7,48190,1687,0.035007262917617764,22231.2554249,10.873809663233036,0.6670699724046699,0.05662744160852768
stay_bucket,15_30,42817,3594,0.0839386225097508,81758.3523238,19.09072789399304,1.5994662231386978,0.20825483013612775
stay_bucket,9_14,49485,4015,0.08113569768616753,74164.530792,16.020181980414268,1.546055963984187,0.1889118521009807
stay_bucket,30_plus,19577,1310,0.06691525770036268,26434.80449,19.89285396023906,1.2750828081783052,0.06733471947849089
stay_bucket,6_8,52884,3537,0.06688223281143635,50757.3083325,13.112884243945237,1.2744535127147725,0.12928898790778065
stay_bucket,unknown_or_oneway,188371,10518,0.05583662028656216,120165.0588041,9.687283258724008,1.0639772906947875,0.30608437178914183
stay_bucket,3_5,113711,2990,0.026294729621584544,34419.0446,11.259482159143793,0.5010510134521617,0.08767217150160458
stay_bucket,1_2,34154,328,0.009603560344322774,4888.9250043,11.092758332971249,0.18299764677260633,0.012453067085873513
route_direction,AREA_D_TO_AREA_B,2804,241,0.08594864479315265,4344.8306729,13.05294243791013,1.6377675754117103,0.011088739527032139
route_direction,AREA_B_TO_AREA_D,2103,170,0.08083689966714218,3146.4584087,15.339272856823586,1.5403623115905434,0.008030291708336355
route_direction,AREA_C_TO_AREA_D,10954,766,0.06992879313492788,17065.215181,16.070848314825636,1.3325062920966733,0.04355330284679634
route_direction,AREA_B_TO_AREA_B,43361,3020,0.06964784022508706,50933.7867777,15.435729678353821,1.3271526816114558,0.12999160087551428
route_direction,AREA_C_TO_AREA_B,144116,9025,0.06262316467290238,150494.0833917,13.142729908881734,1.1932961690993238,0.3840862433371114
route_direction,AREA_D_TO_AREA_C,8141,400,0.04913401302051345,6863.4479663,12.241157229234737,0.9362578498883394,0.017516674983524917
route_direction,AREA_B_TO_AREA_C,102458,4947,0.04828319896933377,72082.727246,12.792568028384313,0.9200454282837841,0.18396725833632815
route_direction,AREA_C_TO_AREA_C,186830,7696,0.04119252796660065,86893.1253828,10.460799883152598,0.7849313600615762,0.22176588838535635
origin_area,AREA_D,11177,668,0.05976559005099758,11972.6279588,12.551290497852731,1.1388445477696538,0.030496671361087684
origin_area,AREA_B,147922,8137,0.05500872081232001,126162.9724324,13.60357553611498,1.0482015106591933,0.32136225408899305
origin_area,AREA_C,341900,17487,0.05114653407429073,254452.4239555,11.771011927927464,0.9746068167003492,0.6481410745499193
destination_area,AREA_D,13289,963,0.07246594928136052,20976.0229093,15.977773011806757,1.3808522791728413,0.05343011403418608
destination_area,AREA_B,190281,12286,0.0645676657154419,205772.7008423,13.66393275591047,1.230349001816928,0.524144110571695
destination_area,AREA_C,297429,13043,0.04385248244118765,165839.3005951,11.312775278216986,0.8356172923532851,0.42242577539411896
is_hub_caj_route,0,163884,10850,0.06620536477020332,165759.6787685,13.47600763205316,1.2615556650124409,0.4222229627211331
is_hub_caj_route,1,337115,15442,0.04580632721771502,226828.3455782,11.772127664846417,0.8728481716776209,0.577777037278867
first_booking_class,MISSING,509,39,0.07662082514734773,518.178755,13.303979976620825,1.460024219458241,0.0013199046401435545
first_booking_class,Y,490027,26046,0.05315217324759656,388151.9820492,12.220826506427198,1.01282464798694,0.9887005154961567
first_booking_class,P,3412,69,0.02022274325908558,1798.3734512,25.447505757444315,0.3853481724501224,0.004580815867199839
first_booking_class,C,7051,138,0.019571691958587434,2119.4900913,13.463237354786553,0.37294226759319743,0.005398763996499925
first_rbd,J,269,19,0.07063197026022305,398.6954757,19.04429581226766,1.3459054643390191,0.0010158723081534796
first_rbd,L,68658,3923,0.05713827958868595,57132.1131118,12.643947242215036,1.0887806532653306,0.14557208484663509
first_rbd,U,61608,3511,0.05698935203220361,54323.7650023,12.65123985804441,1.085942810694583,0.1384164403761598
first_rbd,O,97946,5384,0.05496906458660895,90973.7750478,13.155550558515916,1.0474458538272666,0.231800319973493
first_rbd,V,51851,2829,0.05456018206013385,39492.4075767,11.656081652161001,1.0396545204604062,0.1006262816728527
first_rbd,Y,2153,117,0.0543427775197399,2382.9382779,15.788568915884811,1.0355118360950923,0.006071704235688548
first_rbd,W,56994,3034,0.0532336737200407,43391.6503484,12.032304651031687,1.014377654802475,0.11056151544389808
first_rbd,S,46356,2395,0.05166537233583571,32065.384053499998,11.568793791403484,0.9844933772585331,0.08170229585140192
first_rbd,T,36922,1858,0.05032230106711446,26215.0656033,11.4171332897297,0.9589009018835873,0.06679573967089103
first_rbd,Q,27032,1280,0.04735128736312518,17896.0319493,11.375094784448061,0.9022876775307452,0.04559892045728525
first_rbd,M,3268,149,0.045593635250917995,2185.3716256,11.927590923133415,0.8687952862876414,0.005568306270778667
first_rbd,K,17317,755,0.04359877576947508,10412.6595649,11.40622751196512,0.830782864054893,0.02653135826946473
first_rbd,E,6938,300,0.04324012683770539,4202.4783151,11.34051949824157,0.8239487412735267,0.010707875072898861
first_rbd,H,11541,477,0.041330907200415906,6811.3281393,11.27433272763192,0.7875682023619797,0.017355199795816085
first_rbd,B,1862,68,0.036519871106337275,1119.4931098,12.532463297851772,0.6958930056444496,0.002852457875067988
first_rbd,I,2028,57,0.028106508875739646,736.0048539,11.794990447633136,0.5355748075550238,0.0018753334193994152
first_rbd,D,889,23,0.025871766029246346,409.4196794,14.292235620584927,0.4929913627295904,0.0010431974779380113
first_rbd,C,613,15,0.024469820554649267,292.1601337,12.16626814045677,0.4662770282998147,0.0007444212624965291
first_rbd,A,755,16,0.02119205298013245,595.8179809,22.631533108874173,0.40381855130813094,0.001518138590445582
first_rbd,R,2276,32,0.014059753954305799,747.6670346,27.293865747188047,0.26791125328439264,0.0019050485457248682
first_rbd,Z,1566,22,0.0140485312899106,459.6048753,14.378052332950192,0.2676974033057174,0.0011710688833121443
first_rbd,F,1965,21,0.010687022900763359,222.300549,14.485207135470738,0.20364322935720153,0.0005664197001983077
BROWSER_TYPE,opera,4213,265,0.06290054592926655,4132.0777875,12.72827978694517,1.1985817210564664,0.010527856491392644
BROWSER_TYPE,yandex,254,15,0.05905511811023622,119.6781558,11.09722602047244,1.125306371447978,0.00030492031230109804
BROWSER_TYPE,google,232291,13476,0.05801344003857231,203663.3032122,12.563447921900117,1.105457000071683,0.5189006933188157
BROWSER_TYPE,mozilla,27138,1526,0.05623111504163903,24222.0700623,12.277288863199205,1.0714944623743388,0.061713861803806246
BROWSER_TYPE,microsoft,47726,2544,0.05330427859028622,40097.0301207,12.415488696588861,1.015723043870942,0.10216065634552816
BROWSER_TYPE,apple,167265,7585,0.04534720353929393,109083.03015589999,12.111483921039069,0.8640994837206268,0.2779256698897688
BROWSER_TYPE,samsung,18094,722,0.03990273018680225,9203.7185699,11.364038878081132,0.7603540210276032,0.02344956539399919
BROWSER_TYPE,other,3876,149,0.038441692466460266,1969.0342975,11.218262999071209,0.7325136727523249,0.005016776444388301
FIRST_TOUCH_CHANNEL,Display,830,65,0.0783132530120482,1049.1071444,12.845271725903613,1.49227375041013,0.002673982160283226
FIRST_TOUCH_CHANNEL,Paid MetaSearches,3894,264,0.06779661016949153,3809.2346701,12.879335826861839,1.2918771450747408,0.00970904221418222
FIRST_TOUCH_CHANNEL,Affiliate,1894,128,0.0675818373812038,1839.5968979,12.90668934160507,1.2877846092402907,0.004688795909316051
FIRST_TOUCH_CHANNEL,MetaSearches,48689,3099,0.06364887346217832,44190.054229299996,12.392525981065537,1.2128412427992499,0.11263236295914841
FIRST_TOUCH_CHANNEL,Internal,5056,299,0.059137658227848104,4284.7350433,12.662353365822785,1.126879188897523,0.010921005665133642
FIRST_TOUCH_CHANNEL,Paid Search,150745,8874,0.05886762413347043,135053.8435503,12.683156137055292,1.1217336384924903,0.34422753696689445
FIRST_TOUCH_CHANNEL,Organic Search,31913,1848,0.05790743584119325,26857.335289,12.61890836344123,1.103437070173512,0.068454433676175
FIRST_TOUCH_CHANNEL,Referrals,1535,82,0.053420195439739415,1363.4729199,11.908099120065145,1.0179318612168724,0.003475243003827818
FIRST_TOUCH_CHANNEL,Partners,580,28,0.04827586206896552,490.6467744,11.331902324137932,0.9199056222687378,0.0012505688563358799
FIRST_TOUCH_CHANNEL,Email,11797,551,0.04670678986182928,8736.8544379,12.89394437953717,0.8900066565490115,0.02226864341610896
FIRST_TOUCH_CHANNEL,Direct,243793,11043,0.045296624595455984,164663.991001,12.016267873202265,0.8631356924425244,0.4196983851725943
LAST_TOUCH_CHANNEL,Organic Social,297,22,0.07407407407407407,439.98873530000003,12.842037601346801,1.411495399248328,0.0011217879452052467
LAST_TOUCH_CHANNEL,Affiliate,5612,381,0.06789023521026372,6549.6231337,13.08911442824305,1.2936611878178501,0.016698809963878798
LAST_TOUCH_CHANNEL,MetaSearches,57360,3568,0.06220362622036262,51338.3962198,12.330916933014297,1.1853017850591607,0.13089151922554287
LAST_TOUCH_CHANNEL,Internal,2923,179,0.06123845364351693,2602.7816698,12.962790210639755,1.166910240261233,0.006636008758706107
LAST_TOUCH_CHANNEL,Organic Search,59887,3642,0.060814534039106985,55481.3245595,12.667993641521532,1.1588323725490097,0.1414542602606192
LAST_TOUCH_CHANNEL,Paid MetaSearches,4714,279,0.05918540517607128,4465.5958541,12.825511370195164,1.1277890159670827,0.011385408751140606
LAST_TOUCH_CHANNEL,Referrals,6220,362,0.05819935691318328,6062.7638162,12.957024559003216,1.1089996810492893,0.015457521563597445
LAST_TOUCH_CHANNEL,Display,999,58,0.05805805805805806,1011.670298,12.03977924054054,1.106307204816257,0.002579337727918871
LAST_TOUCH_CHANNEL,Paid Search,166309,9419,0.056635539868557926,142086.6254895,12.599121009982623,1.0792008534385993,0.3622616918597589
LAST_TOUCH_CHANNEL,Email,22887,1066,0.04657665923886923,17451.8724286,12.668098576995675,0.8875269930782841,0.044495003033009
LAST_TOUCH_CHANNEL,Direct,171555,7235,0.04217306403194311,103676.35384,11.849708345439073,0.8036156590194533,0.2643315035355308
LAST_TOUCH_CHANNEL,Partners,1572,62,0.039440203562340966,1031.5699726,11.242543966603055,0.7515404892944342,0.002630073606564869
LAST_TOUCH_CHANNEL,Push Notifications,457,3,0.006564551422319475,22.3855278,9.82518419321663,0.12508876076489558,5.707376852722103e-05
LOGIN_STATUS,Logged-Out,354319,18894,0.053324828756008004,279596.4466016,12.444830867490314,1.0161146311399383,0.712187915224547
LOGIN_STATUS,Logged-In,146680,7398,0.05043632397054813,112991.5777451,12.050878268119716,0.9610736297322625,0.28781208477545295
has_loyalty,0,458263,24861,0.054250506805044264,370439.1494287,12.392435287037138,1.0337536002898362,0.9435823979734032
has_loyalty,1,42736,1431,0.03348464994384126,22148.874918,11.65453670354268,0.6380562961058317,0.056417602026596764
has_child_or_infant,1,31312,5715,0.18251788451711803,97580.2018973,14.261033547965635,3.4779125827320714,0.24855623668012236
has_child_or_infant,0,469687,20577,0.04381002667734044,295007.8224494,12.200723822571627,0.8348082897961694,0.7514437633198777
pax_bucket,4_plus,25354,4731,0.18659777549893508,102949.5120363,15.113513675857853,3.5556556719607095,0.26223294051726814
pax_bucket,3,26653,3816,0.14317337635538213,58310.9052132,13.588716459164072,2.7281955872763612,0.14852950573373785
pax_bucket,2,104956,9219,0.0878368078051755,123077.2606693,12.878290817377758,1.6737468763724754,0.31350233078074924
pax_bucket,1,344036,8526,0.024782290225441525,108250.3464279,11.859342847706635,0.47223119658664153,0.27573522296824465
emd_price_bucket,very_high,72960,6319,0.08660910087719298,197408.52394,30.40329900980263,1.650352690186095,0.5028388837599024
emd_price_bucket,high,119620,6816,0.05698043805383715,96643.6961078,13.941717117441064,1.0857729531619642,0.2461707696474526
emd_price_bucket,mid,150239,6428,0.04278516230805583,62378.42577,9.695430027762432,0.815279306677836,0.15889029186206846
emd_price_bucket,low,157213,6721,0.042750917544986736,36140.9549371,5.293923072252294,0.8146267662833109,0.09205822056656374
emd_price_bucket,very_low,967,8,0.008273009307135471,16.4235918,2.3006362601861428,0.15764374676196424,4.183416401284848e-05
display_position_bucket,2,159500,9540,0.05981191222570533,154514.0403769,13.180477089549845,1.1397272255121766,0.3935780787863424
display_position_bucket,1,148831,8244,0.05539168587189497,127137.4821375,11.596991880829263,1.0554989818246427,0.3238445246746067
display_position_bucket,4,48082,2484,0.05166174451977871,32687.821735999998,12.684725482444573,0.9844242485419372,0.08326240157324036
display_position_bucket,3,130309,5745,0.04408751506035654,73592.0962779,12.011547582580636,0.8400958830717924,0.1874537472210558
display_position_bucket,5,14277,279,0.019541920571548646,4656.5838184,12.163979373944105,0.3723749682194318,0.011861247744754704
