product,offers,purchases,conversion_rate,avg_offered_price,avg_sold_price,revenue,revenue_share
BAGGAGE,500999,26292,0.0524791466649634,12.329491381232497,14.931843311528219,392588.0243467,0.6796385037043547
PET,373662,4351,0.011644213219433605,22.16778170969994,21.7316892134222,94554.5797676,0.16369050792770543
SPECIAL EQUIPMENT,298377,1918,0.006428109405215549,21.376909935440064,22.651036284671534,43444.687594,0.07521034937177268
FAST TRACK,325533,8019,0.024633447300273704,2.4400498375737634,2.437808130751964,19548.7834005,0.03384236165039818
MEAL,390162,4395,0.011264551647777078,4.381374728813928,3.9195090501478953,17226.2422754,0.02982163692839085
BUSINESS LOUNGE,171476,801,0.004671207632554993,12.457157277852295,12.834075268913859,10280.0942904,0.017796640417378197
