DTD,FARE_YQ_TICKET,stay_length_days,pax_total,ADULTS,TEENAGERS,CHILDREN,INFANTS,has_child_or_infant,has_teenager,is_logged_in,has_loyalty,segment_count,has_connection,travel_span_hours,HOUR_OF_THE_DAY_PL_TIME,emd_price,display_position,is_hub_caj_route,product,MARKET,LANGUAGE,FLIGHT_TYPE,BROWSER_TYPE,FIRST_TOUCH_CHANNEL,LAST_TOUCH_CHANNEL,LOGIN_STATUS,origin_area,destination_area,route_direction,origin_prefix,destination_prefix,dtd_bucket,fare_bucket,stay_bucket,first_booking_class,first_rbd,actual_sold,predicted_probability,expected_revenue
18.0,604.1188632000001,,4,3,1,0,0,0,1,0,0,1,0,20.833333333333332,20.0,106.0830572,5,1,PET,UPPER APEX,LANG_09,One-Way,opera,Direct,Paid Search,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BU,15_30,very_high,unknown_or_oneway,Y,Q,0,0.5077417432255059,53.86279638941905
64.0,104.27734440000002,,1,1,0,0,0,0,0,0,0,6,1,380.0833333333333,9.0,170.4634,4,1,PET,UPPER APEX,LANG_02,Multi-City,google,Direct,Direct,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BI,61_120,very_high,unknown_or_oneway,Y,O,0,0.3150937293477342,53.71194842329456
0.0,114.9141749,,1,1,0,0,0,0,0,0,0,1,0,16.166666666666668,13.0,100.6359378,2,1,PET,LOWER VERTEX,LANG_02,One-Way,apple,MetaSearches,MetaSearches,Logged-Out,AREA_B,AREA_C,AREA_B_TO_AREA_C,BU,CA,invalid_or_past,very_high,unknown_or_oneway,Y,T,0,0.5317973704766664,53.517927097493356
6.0,389.3919431,,1,1,0,0,0,0,0,0,0,1,0,0.8333333333333334,20.0,65.4583739,2,0,PET,NORTH MERIDIAN,LANG_02,Round-Trip,apple,Direct,Direct,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CI,BI,4_7,very_high,unknown_or_oneway,Y,Y,0,0.8150999723576916,53.35511875646944
136.0,218.93839399999996,79.36111111111111,1,1,0,0,0,0,0,1,0,2,1,1911.9166666666667,9.0,126.4547184,3,1,PET,CENTRAL MERIDIAN,LANG_09,Round-Trip,other,Direct,Referrals,Logged-In,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BU,120_plus,very_high,30_plus,Y,S,0,0.42180444133414907,53.33916184877914
141.0,145.54790409999998,141.69791666666666,2,2,0,0,0,0,0,0,0,2,1,3406.0,16.0,87.6635874,2,1,PET,LOWER VERTEX,LANG_02,Round-Trip,google,Paid Search,Paid Search,Logged-Out,AREA_B,AREA_C,AREA_B_TO_AREA_C,BO,CA,120_plus,very_high,30_plus,Y,O,0,0.6031357814426047,52.87304629056108
42.0,90.1704273,,1,1,0,0,0,0,0,0,0,1,0,20.583333333333332,23.0,74.9525,4,1,PET,LOWER VERTEX,LANG_02,One-Way,google,Organic Search,Paid Search,Logged-Out,AREA_D,AREA_C,AREA_D_TO_AREA_C,DA,CA,31_60,high,unknown_or_oneway,Y,V,0,0.7043727265561442,52.7944967871994
6.0,86.7320349,,1,1,0,0,0,0,0,0,0,1,0,16.166666666666668,10.0,94.2362792,3,1,PET,LOWER VERTEX,LANG_02,One-Way,google,MetaSearches,Organic Search,Logged-Out,AREA_B,AREA_C,AREA_B_TO_AREA_C,BU,CA,4_7,high,unknown_or_oneway,Y,L,0,0.5564210354364361,52.435048048141084
7.0,207.656972,,1,1,0,0,0,0,0,0,0,3,1,-409.6666666666667,14.0,76.2374,2,0,PET,UPPER APEX,LANG_02,Round-Trip,apple,Direct,Direct,Logged-Out,AREA_B,AREA_C,AREA_B_TO_AREA_C,BE,CA,4_7,very_high,unknown_or_oneway,Y,V,0,0.6830615986927088,52.07484032417551
36.0,104.655105,,1,1,0,0,0,0,0,0,0,2,1,16.5,20.0,107.7337254,5,0,PET,EAST ZENITH,LANG_02,One-Way,apple,MetaSearches,MetaSearches,Logged-Out,AREA_C,AREA_C,AREA_C_TO_AREA_C,CA,CE,31_60,very_high,unknown_or_oneway,Y,T,0,0.4825270302473357,51.98443457474396
90.0,329.46206559999996,,2,2,0,0,0,0,0,1,0,2,1,-171.41666666666666,12.0,126.4547184,4,1,PET,UPPER APEX,LANG_02,Round-Trip,google,Email,Email,Logged-In,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BU,61_120,very_high,unknown_or_oneway,Y,S,0,0.409805825577853,51.82188027212692
95.0,276.02949909999995,,2,2,0,0,0,0,0,0,0,1,0,19.583333333333332,12.0,76.2374,5,1,PET,SOUTH ZENITH,LANG_07,One-Way,microsoft,Paid Search,Paid Search,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BU,61_120,very_high,unknown_or_oneway,Y,T,0,0.6784836657289247,51.72583061764232
115.0,88.3064657,,1,1,0,0,0,0,0,0,0,2,1,19.666666666666668,13.0,107.7337254,5,0,PET,NEW HORIZON,LANG_02,One-Way,google,Paid Search,MetaSearches,Logged-Out,AREA_C,AREA_C,AREA_C_TO_AREA_C,CA,CE,61_120,high,unknown_or_oneway,Y,S,0,0.47967854074236954,51.67755618861115
19.0,81.4699411,,1,1,0,0,0,0,0,0,0,1,0,16.166666666666668,13.0,100.6359378,2,1,PET,UPPER APEX,LANG_09,One-Way,mozilla,Direct,Direct,Logged-Out,AREA_B,AREA_C,AREA_B_TO_AREA_C,BU,CA,15_30,high,unknown_or_oneway,C,I,0,0.5131293199622415,51.63925032707643
4.0,153.39692989999998,,1,1,0,0,0,0,0,0,0,1,0,20.833333333333332,19.0,76.2374,5,1,PET,SOUTH ZENITH,LANG_07,One-Way,google,Paid Search,Paid Search,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BU,4_7,very_high,unknown_or_oneway,Y,T,0,0.6675941280848199,50.895640580453644
153.0,653.8804704,23.697916666666668,4,2,0,2,0,1,0,1,0,2,1,574.0,10.0,87.6635874,1,1,PET,LOWER VERTEX,LANG_02,Round-Trip,google,Direct,Direct,Logged-In,AREA_B,AREA_C,AREA_B_TO_AREA_C,BO,CA,120_plus,very_high,15_30,Y,O,0,0.5787755028561506,50.73753687960911
41.0,107.8052515,,1,1,0,0,0,0,0,1,0,1,0,16.166666666666668,19.0,100.6359378,3,1,PET,LOWER VERTEX,LANG_02,One-Way,google,Paid Search,Referrals,Logged-In,AREA_B,AREA_C,AREA_B_TO_AREA_C,BU,CA,31_60,very_high,unknown_or_oneway,Y,V,0,0.5037043887180321,50.6907635326149
22.0,61.576691,24.010416666666668,2,2,0,0,0,0,0,1,1,4,1,579.1666666666666,12.0,57.6560328,4,0,PET,UPPER APEX,LANG_02,Round-Trip,google,Paid Search,Paid Search,Logged-In,AREA_C,AREA_B,AREA_C_TO_AREA_B,CU,BE,15_30,high,15_30,Y,S,0,0.8693856945569408,50.12533012122576
24.0,198.5731573,31.78125,2,1,0,1,0,1,0,0,0,2,1,766.0833333333334,13.0,100.7353034,3,1,PET,LOWER VERTEX,LANG_02,Round-Trip,google,Organic Search,Organic Search,Logged-Out,AREA_B,AREA_C,AREA_B_TO_AREA_C,BU,CA,15_30,very_high,30_plus,Y,O,0,0.49063184978802704,49.42394824610013
23.0,138.1657253,,1,1,0,0,0,0,0,0,0,1,0,20.833333333333332,19.0,106.0830572,5,1,PET,UPPER APEX,LANG_02,One-Way,apple,MetaSearches,MetaSearches,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BU,15_30,very_high,unknown_or_oneway,Y,T,0,0.4624156713094828,49.05446810970026
21.0,100.2671715,,1,1,0,0,0,0,0,1,0,1,0,20.583333333333332,20.0,71.2879652,3,1,PET,UPPER APEX,LANG_02,One-Way,apple,Direct,Direct,Logged-In,AREA_D,AREA_C,AREA_D_TO_AREA_C,DA,CA,15_30,high,unknown_or_oneway,Y,V,0,0.6876981157766191,49.024599345589195
41.0,57.2842684,9.208333333333334,2,2,0,0,0,0,0,0,0,4,1,223.25,22.0,58.42012,4,0,PET,UPPER APEX,LANG_02,Round-Trip,google,Direct,Email,Logged-Out,AREA_C,AREA_C,AREA_C_TO_AREA_C,CE,CI,31_60,high,9_14,Y,O,0,0.8383001536690331,48.973595573363355
1.0,279.8122447,,1,1,0,0,0,0,0,1,0,1,0,19.333333333333332,10.0,76.2374,2,0,PET,UPPER APEX,LANG_02,Round-Trip,google,Organic Search,Organic Search,Logged-In,AREA_B,AREA_C,AREA_B_TO_AREA_C,BE,CA,0_3,very_high,unknown_or_oneway,Y,E,0,0.6414095298898973,48.899394894028056
132.0,529.3736604,,1,1,0,0,0,0,0,1,0,1,0,16.25,21.0,72.811,3,1,PET,LOWER VERTEX,LANG_02,One-Way,google,Paid Search,Paid Search,Logged-In,AREA_B,AREA_C,AREA_B_TO_AREA_C,BO,CA,120_plus,very_high,unknown_or_oneway,C,Z,0,0.6703340217927362,48.80769046075092
21.0,114.4571788,,1,1,0,0,0,0,0,0,0,2,1,16.166666666666668,22.0,107.7337254,5,0,PET,EAST ZENITH,LANG_02,One-Way,google,MetaSearches,MetaSearches,Logged-Out,AREA_C,AREA_C,AREA_C_TO_AREA_C,CA,CE,15_30,very_high,unknown_or_oneway,Y,H,0,0.45237463687805474,48.73600490734506
,659.8908043,29.006944444444443,4,3,1,0,0,0,1,1,0,2,1,699.5,11.0,50.4417476,1,1,PET,LOWER VERTEX,LANG_02,Round-Trip,google,Paid Search,Paid Search,Logged-In,AREA_D,AREA_C,AREA_D_TO_AREA_C,DA,CA,MISSING,very_high,15_30,Y,O,1,0.9660734519419022,48.73043322591416
39.0,234.8081939,9.229166666666666,2,2,0,0,0,0,0,0,0,2,1,231.58333333333334,11.0,97.8185804,1,1,PET,NEW VERTEX,LANG_02,Round-Trip,google,Direct,Organic Search,Logged-Out,AREA_C,AREA_C,AREA_C_TO_AREA_C,CE,CA,31_60,very_high,9_14,Y,S,1,0.49503501600618316,48.42362251401612
35.0,167.242584,90.01041666666667,1,1,0,0,0,0,0,0,0,2,1,2166.9166666666665,13.0,126.4547184,3,1,PET,UPPER APEX,LANG_02,Round-Trip,google,Paid Search,Organic Search,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BU,31_60,very_high,30_plus,Y,L,0,0.3827311747534213,48.39816292634508
38.0,46.07651400000001,6.430555555555555,2,2,0,0,0,0,0,1,0,4,1,155.58333333333334,22.0,57.6046368,5,0,PET,CENTRAL MERIDIAN,LANG_02,Round-Trip,google,Paid Search,Paid Search,Logged-In,AREA_B,AREA_C,AREA_B_TO_AREA_C,BI,CI,31_60,mid,6_8,Y,V,0,0.8378297157267386,48.262876474686024
