DTD,FARE_YQ_TICKET,stay_length_days,pax_total,ADULTS,TEENAGERS,CHILDREN,INFANTS,has_child_or_infant,has_teenager,is_logged_in,has_loyalty,segment_count,has_connection,travel_span_hours,HOUR_OF_THE_DAY_PL_TIME,emd_price,display_position,is_hub_caj_route,product,MARKET,LANGUAGE,FLIGHT_TYPE,BROWSER_TYPE,FIRST_TOUCH_CHANNEL,LAST_TOUCH_CHANNEL,LOGIN_STATUS,origin_area,destination_area,route_direction,origin_prefix,destination_prefix,dtd_bucket,fare_bucket,stay_bucket,first_booking_class,first_rbd,actual_sold,predicted_probability,expected_revenue
96.0,56.8542552,6.142361111111111,4,4,0,0,0,0,0,1,1,2,1,149.75,20.0,72.275625,3,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,google,Paid Search,Paid Search,Logged-In,AREA_C,AREA_C,AREA_C_TO_AREA_C,CA,CU,61_120,high,6_8,Y,O,0,0.8724573317230714,63.057398936117316
3.0,226.59297160000003,9.128472222222221,6,5,0,1,0,1,0,0,0,2,1,221.0,11.0,85.66,6,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,microsoft,Paid Search,MetaSearches,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BE,0_3,very_high,9_14,Y,S,0,0.7247394612537105,62.08118225099284
3.0,114.0207411,23.53472222222222,2,2,0,0,0,0,0,1,0,4,1,566.6666666666666,19.0,69.8574432,6,0,SPECIAL EQUIPMENT,SOUTH VERTEX,LANG_02,Round-Trip,google,Paid Search,Paid Search,Logged-In,AREA_C,AREA_B,AREA_C_TO_AREA_B,CU,BO,0_3,very_high,15_30,Y,T,0,0.8881268230542587,62.04226909590933
40.0,74.7918875,5.701388888888889,2,2,0,0,0,0,0,0,0,4,1,138.91666666666666,13.0,63.9700314,3,0,SPECIAL EQUIPMENT,SOUTH HORIZON,LANG_02,Round-Trip,google,Paid Search,Organic Search,Logged-Out,AREA_C,AREA_C,AREA_C_TO_AREA_C,CE,CI,31_60,high,6_8,Y,O,0,0.9666474342870305,61.83646672407078
47.0,576.6027297,11.48611111111111,2,2,0,0,0,0,0,0,0,4,1,277.9166666666667,19.0,76.224551,1,0,SPECIAL EQUIPMENT,NORTH ZENITH,LANG_06,Round-Trip,google,Paid Search,Paid Search,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CI,BU,31_60,very_high,9_14,Y,Q,0,0.8098149414235264,61.72778030309961
89.0,123.2501778,14.135416666666666,3,3,0,0,0,0,0,0,0,2,1,341.5833333333333,23.0,96.3675,2,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_02,Round-Trip,opera,Paid Search,Paid Search,Logged-Out,AREA_C,AREA_C,AREA_C_TO_AREA_C,CA,CU,61_120,very_high,15_30,Y,U,0,0.6290727100514616,60.62216438588423
22.0,148.7682918,6.520833333333333,3,2,1,0,0,0,1,1,0,2,1,158.83333333333334,22.0,72.275625,3,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,apple,Email,Organic Search,Logged-In,AREA_C,AREA_C,AREA_C_TO_AREA_C,CA,CU,15_30,very_high,6_8,Y,U,1,0.8375511179291311,60.53453051777666
47.0,42.1327276,9.13888888888889,2,2,0,0,0,0,0,0,0,2,1,221.66666666666666,12.0,72.275625,6,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_02,Round-Trip,microsoft,Email,MetaSearches,Logged-Out,AREA_C,AREA_C,AREA_C_TO_AREA_C,CA,CU,31_60,mid,9_14,Y,O,0,0.8279560587499469,59.84104161868914
7.0,93.2940192,9.381944444444445,2,2,0,0,0,0,0,0,0,4,1,227.08333333333334,17.0,69.8574432,4,0,SPECIAL EQUIPMENT,SOUTH VERTEX,LANG_02,Round-Trip,microsoft,Direct,Paid Search,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CU,BO,4_7,high,9_14,Y,U,0,0.8558828065349311,59.789784543370544
32.0,188.1963049,7.517361111111111,3,2,0,1,0,1,0,0,0,2,1,182.5,19.0,64.245,5,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,apple,Direct,Direct,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BI,31_60,very_high,6_8,Y,L,1,0.9297897884374036,59.734344958160996
