,MARKET,LANGUAGE,FLIGHT_TYPE,DTD,BROWSER_TYPE,FIRST_TOUCH_CHANNEL,LAST_TOUCH_CHANNEL,ADULTS,TEENAGERS,CHILDREN,INFANTS,HOUR_OF_THE_DAY_PL_TIME,LOGIN_STATUS,LOYALTY_MEMBERSHIP_PROGRAM,FARE_YQ_TICKET,CALCULATED_DTD,IS_ANOMALY_DTD,TOTAL_PASSENGERS,HAS_CHILDREN_OR_INFANTS,TRIP_MONTH,TRIP_DAY_OF_WEEK,IS_WEEKEND_FLIGHT,TRIP_QUARTER,NUMBER_OF_SEGMENTS,IS_DIRECT_FLIGHT,TOTAL_EMD_SPEND,TOTAL_REVENUE,BOOKING_WINDOW,IS_SOLO_TRAVELER,IS_FAMILY,IS_ADULT_GROUP,ADULT_RATIO,ORIGIN_AIRPORT,DESTINATION_AIRPORT,FLIGHT_TIME_OF_DAY,TARGET_BUSINESS_LOUNGE,TARGET_MEAL,TARGET_PET,TARGET_SPECIAL_EQUIPMENT,TARGET_FAST_TRACK,TARGET_BAGGAGE
90,UPPER APEX,LANG_09,Round-Trip,71.0,apple,Direct,Direct,2,0,1,0,13.0,Logged-Out,No_Program,90.512639,72,False,3,1,1,3,0,1,2,0,0.0,90.512639,Advance (31-90),0,1,0,0.6666666666666666,CAJ,BAG,Południe (10-13),0,0,0,0,0,0
91,UPPER APEX,LANG_09,Round-Trip,77.0,apple,Direct,Direct,1,0,0,0,20.0,Logged-Out,No_Program,42.7777474,78,False,1,0,5,2,0,2,2,0,0.0,42.7777474,Advance (31-90),1,0,0,1.0,BIJ,CAJ,Wieczór (18-23),0,0,0,0,0,0
92,UPPER APEX,LANG_02,Round-Trip,30.0,google,Paid Search,Affiliate,0,1,0,0,17.0,Logged-In,LO,22.300724399999996,31,False,1,0,11,5,1,4,2,0,0.0,22.300724399999996,Advance (31-90),1,0,0,0.0,CUL,CAJ,Popołudnie (14-17),0,0,0,0,0,0
93,LOWER VERTEX,LANG_02,Round-Trip,5.0,opera,MetaSearches,Referrals,1,0,0,0,22.0,Logged-Out,No_Program,159.5730159,6,False,1,0,10,2,0,4,4,0,0.0,159.5730159,Last Minute (0-7),1,0,0,1.0,CUX,DAD,Wieczór (18-23),0,1,0,0,0,0
94,UPPER APEX,LANG_09,Round-Trip,8.0,google,Direct,MetaSearches,1,0,0,0,10.0,Logged-Out,No_Program,69.9816502,9,False,1,0,11,2,0,4,2,0,0.0,69.9816502,Short (8-14),1,0,0,1.0,CAJ,BOZ,Południe (10-13),0,0,0,0,0,0
95,UPPER APEX,LANG_09,Round-Trip,54.0,mozilla,Direct,Partners,1,0,0,0,23.0,Logged-In,LO,9.6033426,55,False,1,0,3,4,0,1,2,0,0.0,9.6033426,Advance (31-90),1,0,0,1.0,CAJ,DAS,Wieczór (18-23),0,0,0,0,0,0
96,UPPER VERTEX,LANG_11,Round-Trip,38.0,apple,Direct,Direct,1,0,0,0,20.0,Logged-In,No_Program,205.147134,39,False,1,0,11,3,0,4,2,0,0.0,205.147134,Advance (31-90),1,0,0,1.0,CAJ,BUN,Wieczór (18-23),0,0,0,0,0,0
97,UPPER APEX,LANG_09,Round-Trip,33.0,apple,Direct,Email,1,0,0,0,18.0,Logged-Out,LH,307.6551711,34,False,1,0,2,3,0,1,2,0,0.0,307.6551711,Advance (31-90),1,0,0,1.0,CAJ,BUX,Wieczór (18-23),0,0,0,0,0,0
98,NEW APEX,LANG_02,One-Way,0.0,apple,Direct,Direct,2,0,0,0,11.0,Logged-In,LO,66.9672748,0,False,2,0,12,3,0,4,5,0,0.0,66.9672748,Error/Past,0,0,0,1.0,CUM,CUW,Południe (10-13),0,0,0,0,0,0
99,UPPER APEX,LANG_09,Round-Trip,89.0,google,Paid Search,Paid Search,3,0,0,0,8.0,Logged-Out,No_Program,54.49646369999999,90,False,3,0,5,3,0,2,2,0,0.0,54.49646369999999,Advance (31-90),0,0,1,1.0,BED,BIH,Rano (6-9),0,0,0,0,0,0
100,UPPER APEX,LANG_09,Round-Trip,15.0,apple,Direct,Direct,1,0,0,0,15.0,Logged-Out,No_Program,22.7401602,16,False,1,0,11,0,0,4,2,0,0.0,22.7401602,Medium (15-30),1,0,0,1.0,CAJ,CIC,Popołudnie (14-17),0,0,0,0,0,0
101,UPPER APEX,LANG_09,Round-Trip,12.0,google,Paid Search,Paid Search,1,0,0,0,18.0,Logged-Out,No_Program,33.3337324,13,False,1,0,11,4,0,4,2,0,0.0,33.3337324,Short (8-14),1,0,0,1.0,CAJ,BUS,Wieczór (18-23),0,0,0,0,0,0
102,SOUTH VERTEX,LANG_02,Round-Trip,7.0,microsoft,Direct,Email,1,0,0,0,13.0,Logged-In,No_Program,15.5755578,8,False,1,0,1,5,1,1,2,0,0.0,15.5755578,Short (8-14),1,0,0,1.0,BAB,CAJ,Południe (10-13),0,0,0,0,0,0
103,UPPER APEX,LANG_02,Round-Trip,33.0,google,Direct,Direct,1,0,0,0,17.0,Logged-Out,LO,20.2688692,34,False,1,0,3,4,0,1,2,0,0.0,20.2688692,Advance (31-90),1,0,0,1.0,CAJ,CUD,Popołudnie (14-17),0,0,0,0,0,0
104,UPPER APEX,LANG_09,Round-Trip,201.0,apple,Direct,Direct,2,0,0,0,15.0,Logged-In,No_Program,67.6062984,202,False,2,0,8,6,1,3,2,0,0.0,67.6062984,Early Bird (90+),0,0,0,1.0,CAJ,BOC,Popołudnie (14-17),0,0,0,0,0,0
105,UPPER APEX,LANG_09,Round-Trip,13.0,apple,Direct,Paid Search,1,0,0,0,9.0,Logged-Out,No_Program,23.5111002,14,False,1,0,2,5,1,1,2,0,0.0,23.5111002,Short (8-14),1,0,0,1.0,CAJ,BIF,Rano (6-9),0,0,0,0,0,0
106,WEST HORIZON,LANG_02,Round-Trip,90.0,google,Paid Search,Paid Search,3,0,0,0,19.0,Logged-Out,No_Program,97.7521939,91,False,3,0,5,2,0,2,4,0,0.0,97.7521939,Early Bird (90+),0,0,1,1.0,BUS,CIC,Wieczór (18-23),0,0,0,0,0,0
107,NORTH HORIZON,LANG_04,Round-Trip,59.0,google,Paid Search,Paid Search,2,0,0,0,17.0,Logged-Out,No_Program,27.7996681,60,False,2,0,4,6,1,2,2,0,0.0,27.7996681,Advance (31-90),0,0,0,1.0,CAJ,CUJ,Popołudnie (14-17),0,0,0,0,0,0
108,UPPER APEX,LANG_09,Round-Trip,41.0,google,Paid Search,Paid Search,1,0,0,0,12.0,Logged-Out,No_Program,17.446372200000003,42,False,1,0,1,2,0,1,2,0,0.0,17.446372200000003,Advance (31-90),1,0,0,1.0,CAJ,CAV,Południe (10-13),0,0,0,0,0,0
109,OLD ZENITH,LANG_02,One-Way,7.0,google,Paid Search,Paid Search,1,0,0,0,9.0,Logged-Out,No_Program,35.602865800000004,8,False,1,0,12,1,0,4,1,1,0.0,35.602865800000004,Short (8-14),1,0,0,1.0,BUS,CAJ,Rano (6-9),0,0,0,0,0,1
110,UPPER APEX,LANG_02,Round-Trip,0.0,apple,Direct,Direct,1,0,0,0,12.0,Logged-In,LO,43.1589344,1,False,1,0,10,0,0,4,2,0,0.0,43.1589344,Last Minute (0-7),1,0,0,1.0,CAV,CAJ,Południe (10-13),0,0,0,0,0,0
111,UPPER APEX,LANG_02,Round-Trip,50.0,google,Paid Search,Paid Search,1,0,0,0,18.0,Logged-Out,No_Program,23.993366,51,False,1,0,12,4,0,4,2,0,0.0,23.993366,Advance (31-90),1,0,0,1.0,CAJ,CUD,Wieczór (18-23),0,0,0,0,0,0
112,SOUTH MERIDIAN,LANG_02,Round-Trip,79.0,google,MetaSearches,MetaSearches,1,0,0,0,18.0,Logged-In,No_Program,25.2435737,80,False,1,0,4,2,0,2,2,0,0.0,25.2435737,Advance (31-90),1,0,0,1.0,BIT,CAJ,Wieczór (18-23),0,0,0,0,0,0
113,NEW MERIDIAN,LANG_10,Round-Trip,25.0,google,Paid Search,Paid Search,1,0,0,0,8.0,Logged-In,No_Program,27.8926092,26,False,1,0,12,0,0,4,2,0,0.0,27.8926092,Medium (15-30),1,0,0,1.0,CAJ,CUN,Rano (6-9),0,0,0,0,0,0
114,LOWER VERTEX,LANG_02,Round-Trip,5.0,apple,Organic Search,Affiliate,1,0,0,0,23.0,Logged-Out,No_Program,108.2888022,6,False,1,0,3,3,0,1,2,0,0.0,108.2888022,Last Minute (0-7),1,0,0,1.0,CAJ,BUX,Wieczór (18-23),0,0,0,0,0,0
115,UPPER APEX,LANG_02,Round-Trip,7.0,google,Paid Search,Paid Search,1,0,0,0,15.0,Logged-Out,No_Program,53.43556459999999,8,False,1,0,11,0,0,4,2,0,0.0,53.43556459999999,Short (8-14),1,0,0,1.0,BIT,CAJ,Popołudnie (14-17),0,0,0,0,0,0
116,UPPER APEX,LANG_02,Round-Trip,33.0,google,Email,Paid Search,1,0,0,0,15.0,Logged-Out,No_Program,19.3351752,34,False,1,0,2,3,0,1,2,0,0.0,19.3351752,Advance (31-90),1,0,0,1.0,CAJ,CIW,Popołudnie (14-17),0,0,0,0,0,0
117,UPPER MERIDIAN,LANG_02,Round-Trip,76.0,google,Paid Search,Paid Search,1,0,0,0,11.0,Logged-Out,No_Program,46.0174086,77,False,1,0,12,0,0,4,2,0,0.0,46.0174086,Advance (31-90),1,0,0,1.0,CAJ,BIC,Południe (10-13),0,0,0,0,0,0
118,SOUTH HORIZON,LANG_02,One-Way,30.0,microsoft,Organic Search,Organic Search,1,0,0,0,16.0,Logged-Out,No_Program,21.5807521,31,False,1,0,10,1,0,4,1,1,0.0,21.5807521,Advance (31-90),1,0,0,1.0,CAJ,CUD,Popołudnie (14-17),0,0,0,0,0,0
119,UPPER APEX,LANG_09,Round-Trip,81.0,google,Paid Search,Paid Search,2,0,0,0,12.0,Logged-Out,No_Program,53.4124364,82,False,2,0,5,3,0,2,2,0,0.0,53.4124364,Advance (31-90),0,0,0,1.0,CAJ,CUD,Południe (10-13),0,0,0,0,0,0
120,UPPER MERIDIAN,LANG_02,Round-Trip,45.0,google,Paid Search,Paid Search,1,0,0,0,9.0,Logged-Out,No_Program,12.446398,46,False,1,0,3,4,0,1,2,0,0.0,12.446398,Advance (31-90),1,0,0,1.0,CON,CAJ,Rano (6-9),0,0,0,0,0,0
121,SOUTH VERTEX,LANG_02,One-Way,84.0,google,Paid Search,Paid Search,3,0,0,0,15.0,Logged-Out,No_Program,22.1923645,85,False,3,0,12,6,1,4,2,0,0.0,22.1923645,Advance (31-90),0,0,1,1.0,BEZ,BAB,Popołudnie (14-17),0,0,0,0,0,1
122,UPPER APEX,LANG_09,One-Way,36.0,google,Paid Search,Paid Search,1,0,0,0,15.0,Logged-Out,No_Program,12.8819791,37,False,1,0,3,1,0,1,1,1,0.0,12.8819791,Advance (31-90),1,0,0,1.0,CAJ,CIJ,Popołudnie (14-17),0,0,0,0,0,0
123,UPPER APEX,LANG_09,Round-Trip,47.0,microsoft,Organic Search,Paid Search,4,0,0,0,18.0,Logged-Out,No_Program,345.835118,48,False,4,0,12,5,1,4,2,0,0.0,345.835118,Advance (31-90),0,0,1,1.0,CAJ,BUF,Wieczór (18-23),0,0,0,0,0,1
124,SOUTH VERTEX,LANG_02,Round-Trip,3.0,google,Direct,Paid Search,1,0,0,0,18.0,Logged-Out,No_Program,46.5266573,4,False,1,0,12,4,0,4,2,0,0.0,46.5266573,Last Minute (0-7),1,0,0,1.0,CUD,CAJ,Wieczór (18-23),0,0,0,0,0,0
125,UPPER APEX,LANG_09,Round-Trip,94.0,mozilla,Paid Search,Paid Search,1,0,1,0,17.0,Logged-Out,No_Program,78.841464,95,False,2,1,12,3,0,4,2,0,0.0,78.841464,Early Bird (90+),0,1,0,0.5,CAJ,CAF,Popołudnie (14-17),0,0,0,0,0,0
126,WEST AURORA,LANG_02,Round-Trip,10.0,google,Direct,Referrals,1,0,0,0,17.0,Logged-Out,No_Program,27.4428942,11,False,1,0,3,0,0,1,2,0,0.0,27.4428942,Short (8-14),1,0,0,1.0,CAJ,BOX,Popołudnie (14-17),0,0,0,0,0,0
127,UPPER APEX,LANG_09,Round-Trip,29.0,google,Direct,Paid Search,1,0,1,1,12.0,Logged-Out,No_Program,27.039435599999997,30,False,3,1,12,4,0,4,2,0,0.0,27.039435599999997,Medium (15-30),0,1,0,0.3333333333333333,CAJ,BOW,Południe (10-13),0,0,0,0,0,1
128,CENTRAL APEX,LANG_02,Round-Trip,114.0,google,Email,Organic Search,1,0,0,0,12.0,Logged-In,LO,22.2703151,115,False,1,0,6,2,0,2,4,0,0.0,22.2703151,Early Bird (90+),1,0,0,1.0,CUM,CIH,Południe (10-13),0,0,0,0,0,0
129,EAST ZENITH,LANG_08,One-Way,5.0,google,Direct,Paid Search,1,0,0,0,21.0,Logged-Out,No_Program,27.569671000000003,6,False,1,0,11,3,0,4,2,0,0.0,27.569671000000003,Last Minute (0-7),1,0,0,1.0,CIH,CIL,Wieczór (18-23),0,0,0,0,0,0
130,OLD ZENITH,LANG_02,Round-Trip,26.0,apple,Direct,Direct,1,0,0,0,9.0,Logged-In,LH,33.3915529,27,False,1,0,12,1,0,4,2,0,0.0,33.3915529,Medium (15-30),1,0,0,1.0,BUS,CAJ,Rano (6-9),0,0,0,0,0,0
131,UPPER APEX,LANG_09,Round-Trip,99.0,google,Paid Search,Organic Search,1,0,0,0,23.0,Logged-Out,No_Program,44.7899008,100,False,1,0,1,5,1,1,5,0,0.0,44.7899008,Early Bird (90+),1,0,0,1.0,BED,BIT,Wieczór (18-23),0,0,0,0,0,0
132,SOUTH HORIZON,LANG_02,One-Way,2.0,apple,Direct,Paid Search,2,0,0,0,11.0,Logged-Out,No_Program,26.3571537,3,False,2,0,10,5,1,4,1,1,0.0,26.3571537,Last Minute (0-7),0,0,0,1.0,CAJ,BEZ,Południe (10-13),0,0,0,0,0,0
133,UPPER APEX,LANG_09,Round-Trip,60.0,apple,Direct,Direct,1,0,0,0,16.0,Logged-In,No_Program,146.7265857,61,False,1,0,3,3,0,1,2,0,0.0,146.7265857,Advance (31-90),1,0,0,1.0,CAJ,CAD,Popołudnie (14-17),0,0,0,0,0,0
134,SOUTH VERTEX,LANG_02,One-Way,22.0,google,Paid Search,Paid Search,2,0,0,1,8.0,Logged-Out,No_Program,69.3768906,23,False,3,1,12,3,0,4,2,0,0.0,69.3768906,Medium (15-30),0,1,0,0.6666666666666666,CUD,CEL,Rano (6-9),0,0,0,0,0,1
135,UPPER APEX,LANG_09,Round-Trip,9.0,apple,Email,Email,1,0,1,0,22.0,Logged-Out,No_Program,305.2100064,10,False,2,1,2,4,0,1,2,0,0.0,305.2100064,Short (8-14),0,1,0,0.5,CAJ,BIT,Wieczór (18-23),0,0,0,0,0,0
136,UPPER APEX,LANG_09,Round-Trip,61.0,apple,Direct,Direct,2,0,0,0,23.0,Logged-In,No_Program,62.36048,62,False,2,0,5,1,0,2,1,1,0.0,62.36048,Advance (31-90),0,0,0,1.0,CAJ,BAN,Wieczór (18-23),0,0,0,0,0,0
137,LOWER VERTEX,LANG_02,Round-Trip,10.0,apple,Direct,Direct,1,0,0,0,21.0,Logged-Out,No_Program,143.03335479999998,11,False,1,0,10,0,0,4,2,0,0.0,143.03335479999998,Short (8-14),1,0,0,1.0,BUX,CAJ,Wieczór (18-23),0,0,0,0,0,0
138,UPPER APEX,LANG_02,One-Way,181.0,apple,MetaSearches,MetaSearches,2,0,0,0,21.0,Logged-Out,No_Program,20.7455671,182,False,2,0,3,1,0,1,1,1,0.0,20.7455671,Early Bird (90+),0,0,0,1.0,BED,BAC,Wieczór (18-23),0,0,0,0,0,0
139,UPPER APEX,LANG_02,Round-Trip,9.0,mozilla,Direct,Direct,1,0,0,0,21.0,Logged-Out,No_Program,29.9317455,10,False,1,0,3,4,0,1,2,0,0.0,29.9317455,Short (8-14),1,0,0,1.0,CAJ,CEG,Wieczór (18-23),0,0,0,0,0,0
140,UPPER APEX,LANG_09,Round-Trip,53.0,google,Direct,Direct,1,0,0,0,10.0,Logged-Out,No_Program,113.5603186,54,False,1,0,3,0,0,1,4,0,0.0,113.5603186,Advance (31-90),1,0,0,1.0,CAW,CAD,Południe (10-13),0,0,0,0,0,0
141,LOWER VERTEX,LANG_02,Round-Trip,9.0,google,MetaSearches,MetaSearches,1,0,0,0,14.0,Logged-Out,No_Program,370.9686186,10,False,1,0,10,4,0,4,2,0,0.0,370.9686186,Short (8-14),1,0,0,1.0,BUM,CAJ,Popołudnie (14-17),0,0,0,0,0,0
142,LOWER VERTEX,LANG_02,Round-Trip,66.0,apple,Direct,Direct,1,0,0,0,8.0,Logged-Out,No_Program,65.4964926,67,False,1,0,4,1,0,2,2,0,0.0,65.4964926,Advance (31-90),1,0,0,1.0,BOG,CAJ,Rano (6-9),0,0,0,0,0,0
143,NORTH MERIDIAN,LANG_02,Round-Trip,129.0,google,Paid Search,Paid Search,1,0,0,0,21.0,Logged-Out,No_Program,161.9762072,130,False,1,0,5,2,0,2,2,0,0.0,161.9762072,Early Bird (90+),1,0,0,1.0,BIV,CAJ,Wieczór (18-23),0,0,0,0,0,0
144,SOUTH MERIDIAN,LANG_02,Round-Trip,4.0,google,Direct,Direct,1,0,0,0,14.0,Logged-Out,No_Program,26.281344599999997,5,False,1,0,3,5,1,1,2,0,0.0,26.281344599999997,Last Minute (0-7),1,0,0,1.0,BIF,CAJ,Popołudnie (14-17),0,0,0,0,0,0
145,LOWER VERTEX,LANG_02,Round-Trip,114.0,google,Direct,MetaSearches,2,0,0,0,22.0,Logged-Out,No_Program,194.2820196,115,False,2,0,3,5,1,1,4,0,0.0,194.2820196,Early Bird (90+),0,0,0,1.0,BUM,CIL,Wieczór (18-23),0,0,0,0,0,0
146,UPPER APEX,LANG_09,Round-Trip,3.0,google,Email,Email,1,0,0,0,20.0,Logged-In,No_Program,37.2518208,4,False,1,0,10,4,0,4,2,0,0.0,37.2518208,Last Minute (0-7),1,0,0,1.0,BED,BAC,Wieczór (18-23),0,0,0,0,0,0
147,NORTH ZENITH,LANG_06,Round-Trip,15.0,apple,Direct,Paid Search,1,0,0,0,19.0,Logged-Out,No_Program,37.3747429,16,False,1,0,11,3,0,4,2,0,0.0,37.3747429,Medium (15-30),1,0,0,1.0,CIL,CAJ,Wieczór (18-23),0,0,0,0,0,0
148,UPPER APEX,LANG_09,One-Way,38.0,google,Direct,Direct,2,0,0,0,10.0,Logged-Out,No_Program,20.2346052,39,False,2,0,3,4,0,1,1,1,0.0,20.2346052,Advance (31-90),0,0,0,1.0,CAJ,CUB,Południe (10-13),0,0,0,0,0,0
149,UPPER APEX,LANG_09,Round-Trip,53.0,google,Paid Search,Paid Search,2,0,0,0,11.0,Logged-Out,No_Program,27.8377868,54,False,2,0,11,3,0,4,2,0,0.0,27.8377868,Advance (31-90),0,0,0,1.0,BED,BAC,Południe (10-13),0,0,0,0,0,0
150,UPPER APEX,LANG_02,Round-Trip,4.0,google,Direct,Email,1,0,0,0,18.0,Logged-In,No_Program,35.1206,5,False,1,0,11,6,1,4,2,0,0.0,35.1206,Last Minute (0-7),1,0,0,1.0,CAJ,BIJ,Wieczór (18-23),0,0,0,0,0,0
151,LOWER MERIDIAN,LANG_02,One-Way,25.0,google,Paid Search,Paid Search,7,0,0,0,16.0,Logged-Out,No_Program,227.5767767,26,False,7,0,1,2,0,1,1,1,0.0,227.5767767,Medium (15-30),0,0,1,1.0,CAJ,BOS,Popołudnie (14-17),0,0,0,0,0,0
152,NEW AURORA,LANG_02,Round-Trip,21.0,microsoft,Direct,Email,1,0,0,0,18.0,Logged-Out,No_Program,25.7258395,22,False,1,0,12,4,0,4,2,0,0.0,25.7258395,Medium (15-30),1,0,0,1.0,CUR,CAJ,Wieczór (18-23),0,0,0,0,0,0
153,UPPER HORIZON,LANG_05,One-Way,34.0,apple,Direct,Direct,1,0,0,0,19.0,Logged-In,No_Program,22.1786589,34,False,1,0,1,0,0,1,2,0,0.0,22.1786589,Advance (31-90),1,0,0,1.0,CIX,CIW,Wieczór (18-23),0,0,0,0,0,0
154,NEW MERIDIAN,LANG_10,Round-Trip,0.0,apple,Direct,Direct,1,0,0,0,13.0,Logged-Out,No_Program,80.7927988,1,False,1,0,12,3,0,4,6,0,0.0,80.7927988,Last Minute (0-7),1,0,0,1.0,CIW,BIT,Południe (10-13),0,0,0,0,0,0
155,UPPER APEX,LANG_09,One-Way,60.0,apple,Direct,Organic Search,1,0,0,0,19.0,Logged-In,LO,3.3510191999999996,60,False,1,0,1,6,1,1,1,1,0.0,3.3510191999999996,Advance (31-90),1,0,0,1.0,CAJ,CAW,Wieczór (18-23),0,0,0,0,0,0
156,UPPER APEX,LANG_02,Round-Trip,40.0,google,Internal,Paid Search,1,0,0,0,16.0,Logged-Out,No_Program,24.9861654,41,False,1,0,4,4,0,2,2,0,0.0,24.9861654,Advance (31-90),1,0,0,1.0,CAJ,CIL,Popołudnie (14-17),0,0,0,0,0,0
157,UPPER APEX,LANG_09,Round-Trip,3.0,google,Direct,Direct,1,0,0,0,12.0,Logged-Out,No_Program,80.2659898,4,False,1,0,12,6,1,4,2,0,0.0,80.2659898,Last Minute (0-7),1,0,0,1.0,CAJ,CEG,Południe (10-13),0,0,0,0,0,0
158,UPPER VERTEX,LANG_11,Round-Trip,28.0,apple,Internal,Internal,4,0,0,0,18.0,Logged-Out,No_Program,55.2284284,29,False,4,0,12,2,0,4,2,0,0.0,55.2284284,Medium (15-30),0,0,1,1.0,BED,BAC,Wieczór (18-23),0,0,0,0,0,0
159,UPPER APEX,LANG_09,Round-Trip,180.0,apple,Direct,Direct,1,0,0,0,21.0,Logged-Out,No_Program,133.0158461,181,False,1,0,3,0,0,1,2,0,0.0,133.0158461,Early Bird (90+),1,0,0,1.0,CAJ,CAD,Wieczór (18-23),0,0,0,0,0,0
160,EAST MERIDIAN,LANG_12,One-Way,10.0,google,Direct,Direct,1,0,0,0,14.0,Logged-Out,No_Program,19.5124914,11,False,1,0,12,6,1,4,1,1,0.0,19.5124914,Short (8-14),1,0,0,1.0,BIH,BED,Popołudnie (14-17),0,0,0,0,0,0
161,UPPER APEX,LANG_09,Round-Trip,43.0,apple,Paid Search,Paid Search,1,0,0,0,17.0,Logged-Out,No_Program,23.2905257,44,False,1,0,3,6,1,1,2,0,0.0,23.2905257,Advance (31-90),1,0,0,1.0,BED,BIH,Popołudnie (14-17),0,0,0,0,0,0
162,NORTH HORIZON,LANG_04,Round-Trip,40.0,google,Direct,Direct,1,0,1,0,14.0,Logged-Out,No_Program,39.560357800000006,41,False,2,1,12,1,0,4,2,0,0.0,39.560357800000006,Advance (31-90),0,1,0,0.5,CEG,CAJ,Popołudnie (14-17),0,0,0,0,0,0
163,CENTRAL APEX,LANG_09,One-Way,7.0,google,Direct,Direct,2,0,0,0,14.0,Logged-Out,No_Program,67.6122946,8,False,2,0,12,4,0,4,2,0,0.0,67.6122946,Short (8-14),0,0,0,1.0,CUW,CEJ,Popołudnie (14-17),0,0,0,0,0,0
164,WEST APEX,LANG_02,Round-Trip,7.0,google,Direct,Paid Search,1,0,0,0,17.0,Logged-Out,No_Program,25.2829773,8,False,1,0,2,5,1,1,4,0,0.0,25.2829773,Short (8-14),1,0,0,1.0,BEH,CUX,Popołudnie (14-17),0,0,0,0,0,0
165,CENTRAL MERIDIAN,LANG_02,One-Way,8.0,microsoft,Paid Search,Email,1,0,0,0,8.0,Logged-Out,No_Program,44.742359500000006,9,False,1,0,10,4,0,4,2,0,0.0,44.742359500000006,Short (8-14),1,0,0,1.0,BED,CIW,Rano (6-9),0,0,0,0,0,0
166,LOWER VERTEX,LANG_02,One-Way,57.0,google,MetaSearches,Organic Search,2,0,0,0,21.0,Logged-In,No_Program,17.2078091,58,False,2,0,1,3,0,1,2,0,0.0,17.2078091,Advance (31-90),0,0,0,1.0,BIW,CUD,Wieczór (18-23),0,0,0,0,0,0
167,UPPER APEX,LANG_09,Round-Trip,39.0,google,Paid Search,Organic Search,1,0,0,0,15.0,Logged-Out,No_Program,14.1150548,40,False,1,0,11,2,0,4,2,0,0.0,14.1150548,Advance (31-90),1,0,0,1.0,CAJ,CAV,Popołudnie (14-17),0,0,0,0,0,0
168,UPPER APEX,LANG_09,Round-Trip,28.0,google,Paid Search,Organic Search,4,0,0,0,8.0,Logged-In,LO,37.6835472,29,False,4,0,1,1,0,1,4,0,0.0,37.6835472,Medium (15-30),0,0,1,1.0,CUB,CEJ,Rano (6-9),0,0,0,0,0,0
169,UPPER APEX,LANG_02,One-Way,10.0,google,Paid Search,Paid Search,1,0,0,0,20.0,Logged-Out,No_Program,12.9457958,11,False,1,0,10,4,0,4,1,1,0.0,12.9457958,Short (8-14),1,0,0,1.0,CUB,CAJ,Wieczór (18-23),0,0,0,0,0,0
170,UPPER APEX,LANG_09,One-Way,21.0,apple,Direct,Direct,1,0,0,1,12.0,Logged-Out,No_Program,10.5884326,22,False,2,1,3,6,1,1,1,1,0.0,10.5884326,Medium (15-30),0,1,0,0.5,CUB,CAJ,Południe (10-13),0,0,0,0,0,0
171,UPPER APEX,LANG_09,Round-Trip,63.0,google,Direct,Email,2,0,0,0,14.0,Logged-Out,No_Program,223.6950938,64,False,2,0,5,5,1,2,2,0,0.0,223.6950938,Advance (31-90),0,0,0,1.0,CAJ,CEB,Popołudnie (14-17),0,0,0,0,0,0
172,UPPER APEX,LANG_09,Round-Trip,28.0,apple,Direct,Paid Search,1,0,0,0,23.0,Logged-Out,No_Program,19.4816538,29,False,1,0,2,5,1,1,2,0,0.0,19.4816538,Medium (15-30),1,0,0,1.0,CEG,CAJ,Wieczór (18-23),0,0,0,0,0,0
173,UPPER APEX,LANG_02,One-Way,25.0,google,Paid Search,Paid Search,1,0,0,0,12.0,Logged-Out,No_Program,17.5157568,26,False,1,0,1,4,0,1,1,1,0.0,17.5157568,Medium (15-30),1,0,0,1.0,CAJ,BOT,Południe (10-13),0,0,0,0,0,0
174,UPPER APEX,LANG_09,Round-Trip,41.0,apple,Direct,Direct,2,0,0,0,14.0,Logged-In,No_Program,14.21956,42,False,2,0,3,3,0,1,2,0,0.0,14.21956,Advance (31-90),0,0,0,1.0,CAJ,CAV,Popołudnie (14-17),0,0,0,0,0,0
175,SOUTH HORIZON,LANG_02,Round-Trip,45.0,google,Direct,Direct,1,0,0,0,12.0,Logged-Out,No_Program,39.7492381,46,False,1,0,1,2,0,1,2,0,0.0,39.7492381,Advance (31-90),1,0,0,1.0,CAV,CAJ,Południe (10-13),0,0,0,0,0,0
176,UPPER APEX,LANG_02,One-Way,13.0,samsung,Direct,Direct,1,0,0,0,18.0,Logged-In,No_Program,19.8684087,14,False,1,0,3,1,0,1,1,1,0.0,19.8684087,Short (8-14),1,0,0,1.0,BIJ,CAJ,Wieczór (18-23),0,0,0,0,0,0
177,CENTRAL AURORA,LANG_01,Round-Trip,53.0,google,Paid Search,Paid Search,1,2,0,0,22.0,Logged-Out,No_Program,71.9633943,54,False,3,0,1,1,0,1,4,0,0.0,71.9633943,Advance (31-90),0,0,0,0.3333333333333333,BOW,CEX,Wieczór (18-23),0,0,0,0,0,1
178,GREAT MERIDIAN,LANG_02,Round-Trip,1.0,google,Email,Paid Search,1,0,0,0,11.0,Logged-Out,No_Program,64.9405592,2,False,1,0,1,0,0,1,2,0,0.0,64.9405592,Last Minute (0-7),1,0,0,1.0,CAJ,BAZ,Południe (10-13),0,0,0,0,0,0
179,SOUTH VERTEX,LANG_09,Round-Trip,48.0,apple,Direct,Direct,1,0,0,0,17.0,Logged-In,LH,32.1195019,49,False,1,0,1,0,0,1,2,0,0.0,32.1195019,Advance (31-90),1,0,0,1.0,CAJ,BAW,Popołudnie (14-17),0,0,0,0,0,0
